,YEAR,WEEK,RANK,PLAYER,ATT,RUSH YDS,Y/A,LG,20+,RUSH TD,REC,TGT,REC YDS,Y/R,REC TD,FL,G,Zero PPR,Half PPR,One PPR,Unnamed: 20
1808,2020,6,63,Zack Moss (IND) ,5,10,2,4,0,0,0,0,0,0,0,0,1,1,1,1,0
2089,2020,12,27,Gus Edwards (BAL) ,9,10,1.1,6,0,1,0,0,0,0,0,0,1,7,7,7,0
2341,2020,16,69,Peyton Barber (FA) ,1,10,10,10,0,0,0,0,0,0,0,0,1,1,1,1,0
2342,2020,16,70,Adrian Peterson (FA) ,4,10,2.5,9,0,0,0,0,0,0,0,0,1,1,1,1,0
2396,2020,17,67,Benny Snell Jr. (PIT) ,3,10,3.3,6,0,0,0,0,0,0,0,0,1,1,1,1,0
2397,2020,17,68,Peyton Barber (FA) ,4,10,2.5,3,0,0,0,0,0,0,0,0,1,1,1,1,0
244,2022,5,68,Khalil Herbert (CHI) ,4,11,2.8,7,0,0,0,0,0,0,0,0,1,1.1,1.1,1.1,0
357,2022,3,67,Raheem Mostert (MIA) ,8,11,1.4,9,0,0,0,2,0,0,0,0,1,1.1,1.1,1.1,0
358,2022,3,68,David Montgomery (CHI) ,3,11,3.7,5,0,0,0,0,0,0,0,0,1,1.1,1.1,1.1,0
474,2022,1,64,Mike Davis (BAL) ,2,11,5.5,10,0,0,0,0,0,0,0,0,1,1.1,1.1,1.1,0
649,2021,3,61,David Johnson (FA) ,2,11,5.5,7,0,0,0,0,0,0,0,0,1,1.1,1.1,1.1,0
651,2021,3,64,Ronald Jones II (KC) ,5,11,2.2,5,0,0,0,0,0,0,0,0,1,1.1,1.1,1.1,0
711,2021,4,69,Le'Veon Bell (FA) ,4,11,2.8,4,0,0,0,1,0,0,0,0,1,1.1,1.1,1.1,0
773,2021,5,70,Tevin Coleman (SF) ,3,11,3.7,5,0,0,0,1,0,0,0,0,1,1.1,1.1,1.1,0
774,2021,5,71,Kenyan Drake (BAL) ,2,11,5.5,8,0,0,0,1,0,0,0,0,1,1.1,1.1,1.1,0
1095,2021,11,61,Jamaal Williams (DET) ,7,11,1.6,5,0,0,0,0,0,0,0,0,1,1.1,1.1,1.1,0
1461,2021,18,70,Khalil Herbert (CHI) ,4,11,2.8,4,0,0,0,0,0,0,0,0,1,1.1,1.1,1.1,0
1645,2020,3,73,Benny Snell Jr. (PIT) ,7,11,1.6,4,0,0,0,0,0,0,0,0,1,1.1,1.1,1.1,0
1858,2020,7,57,AJ Dillon (GB) ,5,11,2.2,5,0,0,0,0,0,0,0,0,1,1.1,1.1,1.1,0
1957,2020,9,63,D'Onta Foreman (CAR) ,5,11,2.2,3,0,0,0,0,0,0,0,0,1,1.1,1.1,1.1,0
2284,2020,15,70,Tevin Coleman (SF) ,3,11,3.7,6,0,0,0,0,0,0,0,0,1,1.1,1.1,1.1,0
37,2022,9,53,Sony Michel (LAC) ,1,12,12,12,0,0,0,1,0,0,0,0,1,1.2,1.2,1.2,0
183,2022,6,53,Kareem Hunt (CLE) ,4,12,3,9,0,0,0,1,0,0,0,0,1,1.2,1.2,1.2,0
473,2022,1,62,Sony Michel (LAC) ,7,12,1.7,6,0,0,0,0,0,0,0,0,1,1.2,1.2,1.2,0
1251,2021,14,56,Matt Breida (NYG) ,3,12,4,11,0,0,0,1,0,0,0,0,1,1.2,1.2,1.2,0
1307,2021,15,66,Darrel Williams (ARI) ,5,12,2.4,11,0,0,0,1,0,0,0,0,1,1.2,1.2,1.2,0
2007,2020,10,62,Benny Snell Jr. (PIT) ,3,12,4,8,0,0,0,0,0,0,0,0,1,1.2,1.2,1.2,0
2283,2020,15,69,Devontae Booker (FA) ,3,12,4,7,0,0,0,0,0,0,0,0,1,1.2,1.2,1.2,0
300,2022,4,67,Cam Akers (LAR) ,8,13,1.6,6,0,0,0,1,0,0,0,0,1,1.3,1.3,1.3,0
772,2021,5,68,Carlos Hyde (FA) ,5,13,2.6,7,0,0,0,0,0,0,0,0,1,1.3,1.3,1.3,0
983,2021,9,62,Khalil Herbert (CHI) ,4,13,3.3,8,0,0,0,0,0,0,0,0,1,1.3,1.3,1.3,0
1204,2021,13,57,Benny Snell Jr. (PIT) ,2,13,6.5,8,0,0,0,0,0,0,0,0,1,1.3,1.3,1.3,0
1410,2021,17,67,Dalvin Cook (MIN) ,9,13,1.4,6,0,0,3,3,0,0,0,0,1,1.3,2.8,4.3,0
1585,2020,2,75,Cam Akers (LAR) ,3,13,4.3,5,0,0,0,0,0,0,0,0,1,1.3,1.3,1.3,0
1910,2020,8,62,Matt Breida (NYG) ,4,13,3.3,6,0,0,0,0,0,0,0,0,1,1.3,1.3,1.3,0
2340,2020,16,66,Ty Johnson (NYJ) ,2,13,6.5,7,0,0,0,0,0,0,0,0,1,1.3,1.3,1.3,0
89,2022,8,63,Chase Edmonds (DEN) ,4,14,3.5,8,0,0,0,0,0,0,0,0,1,1.4,1.4,1.4,0
242,2022,5,66,Justin Jackson (DET) ,3,14,4.7,11,0,0,0,1,0,0,0,0,1,1.4,1.4,1.4,0
1152,2021,12,65,Latavius Murray (DEN) ,8,14,1.8,4,0,0,0,0,0,0,0,0,1,1.4,1.4,1.4,0
1525,2020,1,71,Duke Johnson Jr. (BUF) ,5,14,2.8,7,0,0,0,1,0,0,0,0,1,1.4,1.4,1.4,0
1526,2020,1,73,AJ Dillon (GB) ,2,14,7,8,0,0,0,0,0,0,0,0,1,1.4,1.4,1.4,0
1804,2020,6,57,Rex Burkhead (HOU) ,5,14,2.8,7,0,0,0,0,0,0,0,0,1,1.4,1.4,1.4,0
2167,2020,13,60,Antonio Gibson (WAS) ,2,14,7,13,0,0,0,0,0,0,0,0,1,1.4,1.4,1.4,0
2225,2020,14,68,Benny Snell Jr. (PIT) ,3,14,4.7,7,0,0,0,0,0,0,0,0,1,1.4,1.4,1.4,0
2282,2020,15,68,Samaje Perine (CIN) ,4,14,3.5,8,0,0,0,0,0,0,0,0,1,1.4,1.4,1.4,0
135,2022,7,54,AJ Dillon (GB) ,4,15,3.8,7,0,0,0,0,0,0,0,0,1,1.5,1.5,1.5,0
182,2022,6,51,J.K. Dobbins (BAL) ,7,15,2.1,6,0,0,0,0,0,0,0,0,1,1.5,1.5,1.5,0
299,2022,4,66,Joshua Kelley (LAC) ,4,15,3.8,6,0,0,0,2,0,0,0,0,1,1.5,1.5,1.5,0
412,2022,2,67,Rashaad Penny (SEA) ,6,15,2.5,6,0,0,0,0,0,0,0,0,1,1.5,1.5,1.5,0
2040,2020,11,31,Benny Snell Jr. (PIT) ,7,15,2.1,5,0,1,0,0,0,0,0,0,1,7.5,7.5,7.5,0
181,2022,6,50,Boston Scott (PHI) ,6,16,2.7,8,0,0,0,0,0,0,0,0,1,1.6,1.6,1.6,0
232,2022,5,51,Mark Ingram II (NO) ,9,16,1.8,4,0,0,0,0,0,0,0,0,1,1.6,1.6,1.6,2
528,2021,1,61,Malcolm Brown (LAR) ,5,16,3.2,5,0,0,0,0,0,0,0,0,1,1.6,1.6,1.6,0
982,2021,9,60,D'Ernest Johnson (CLE) ,8,16,2,7,0,0,0,0,0,0,0,0,1,1.6,1.6,1.6,0
1150,2021,12,62,Carlos Hyde (FA) ,6,16,2.7,8,0,0,0,1,0,0,0,0,1,1.6,1.6,1.6,0
1184,2021,13,28,Adrian Peterson (FA) ,11,16,1.5,7,0,1,0,0,0,0,0,0,1,7.6,7.6,7.6,0
1956,2020,9,60,David Johnson (FA) ,2,16,8,18,0,0,0,1,0,0,0,0,1,1.6,1.6,1.6,0
2223,2020,14,66,Ty Johnson (NYJ) ,8,16,2,5,0,0,0,0,0,0,0,0,1,1.6,1.6,1.6,0
2394,2020,17,63,Devontae Booker (FA) ,5,16,3.2,6,0,0,0,0,0,0,0,0,1,1.6,1.6,1.6,0
35,2022,9,50,Ty Johnson (NYJ) ,2,17,8.5,12,0,0,0,0,0,0,0,0,1,1.7,1.7,1.7,0
84,2022,8,58,D'Ernest Johnson (CLE) ,4,17,4.3,7,0,0,0,0,0,0,0,0,1,1.7,1.7,1.7,0
85,2022,8,59,James Robinson (NYJ) ,5,17,3.4,7,0,0,0,1,0,0,0,0,1,1.7,1.7,1.7,0
134,2022,7,53,Chase Edmonds (DEN) ,7,17,2.4,9,0,0,0,2,0,0,0,0,1,1.7,1.7,1.7,0
356,2022,3,64,Darrell Henderson Jr. (LAR) ,4,17,4.3,7,0,0,0,1,0,0,0,0,1,1.7,1.7,1.7,0
410,2022,2,63,Zack Moss (IND) ,3,17,5.7,17,0,0,0,1,0,0,0,0,1,1.7,1.7,1.7,0
595,2021,2,63,Salvon Ahmed (MIA) ,6,17,2.8,8,0,0,0,3,0,0,0,0,1,1.7,1.7,1.7,0
769,2021,5,63,Joshua Kelley (LAC) ,2,17,8.5,14,0,0,0,0,0,0,0,0,1,1.7,1.7,1.7,0
1338,2021,16,32,D'Onta Foreman (CAR) ,9,17,1.9,8,0,1,0,0,0,0,0,0,1,7.7,7.7,7.7,0
1357,2021,16,61,Darrell Henderson Jr. (LAR) ,1,17,17,17,0,0,0,0,0,0,0,0,1,1.7,1.7,1.7,0
1358,2021,16,62,Mark Ingram II (NO) ,4,17,4.3,7,0,0,0,0,0,0,0,0,1,1.7,1.7,1.7,0
1522,2020,1,67,Gus Edwards (BAL) ,4,17,4.3,13,0,0,0,0,0,0,0,0,1,1.7,1.7,1.7,0
1583,2020,2,72,AJ Dillon (GB) ,5,17,3.4,12,0,0,0,0,0,0,0,0,1,1.7,1.7,1.7,0
1679,2020,4,31,Alexander Mattison (MIN) ,7,17,2.4,4,0,1,0,0,0,0,0,0,1,7.7,7.7,7.7,0
2166,2020,13,57,Latavius Murray (DEN) ,5,17,3.4,6,0,0,2,2,0,0,0,0,1,1.7,2.7,3.7,0
2339,2020,16,60,Boston Scott (PHI) ,2,17,8.5,12,0,0,0,0,0,0,0,0,1,1.7,1.7,1.7,0
298,2022,4,64,Matt Breida (NYG) ,3,18,6,13,0,0,0,0,0,0,0,0,1,1.8,1.8,1.8,0
331,2022,3,28,Mark Ingram II (NO) ,5,18,3.6,7,0,1,0,0,0,0,0,0,1,7.8,7.8,7.8,0
768,2021,5,62,Nyheim Hines (BUF) ,4,18,4.5,11,0,0,0,1,0,0,0,0,1,1.8,1.8,1.8,0
801,2021,6,25,Le'Veon Bell (FA) ,8,18,2.3,7,0,1,0,0,0,0,0,0,1,7.8,7.8,7.8,0
1037,2021,10,56,Mike Davis (BAL) ,4,18,4.5,7,0,0,0,1,0,0,0,0,1,1.8,1.8,1.8,0
1091,2021,11,55,Duke Johnson Jr. (BUF) ,4,18,4.5,6,0,0,0,0,0,0,0,0,1,1.8,1.8,1.8,0
2055,2020,11,52,Brian Hill (FA) ,4,18,4.5,7,0,0,0,0,0,0,0,0,1,1.8,1.8,1.8,0
2056,2020,11,53,Adrian Peterson (FA) ,7,18,2.6,4,0,0,0,1,0,0,0,0,1,1.8,1.8,1.8,0
2165,2020,13,55,Brian Hill (FA) ,5,18,3.6,7,0,0,0,0,0,0,0,0,1,1.8,1.8,1.8,0
2221,2020,14,63,James Conner (ARI) ,10,18,1.8,5,0,0,0,0,0,0,0,0,1,1.8,1.8,1.8,0
2279,2020,15,61,AJ Dillon (GB) ,1,18,18,18,0,0,0,0,0,0,0,0,1,1.8,1.8,1.8,0
179,2022,6,46,D'Onta Foreman (CAR) ,5,19,3.8,8,0,0,0,0,0,0,0,0,1,1.9,1.9,1.9,0
297,2022,4,63,Darrel Williams (ARI) ,4,19,4.8,13,0,0,0,1,0,0,0,0,1,1.9,1.9,1.9,0
767,2021,5,60,Phillip Lindsay (IND) ,5,19,3.8,10,0,0,0,0,0,0,0,0,1,1.9,1.9,1.9,0
1090,2021,11,53,Rashaad Penny (SEA) ,2,19,9.5,18,0,0,0,0,0,0,0,0,1,1.9,1.9,1.9,0
1149,2021,12,60,Wayne Gallman Jr. (KC) ,4,19,4.8,15,0,0,0,0,0,0,0,0,1,1.9,1.9,1.9,0
1457,2021,18,66,Michael Carter (NYJ) ,9,19,2.1,10,0,0,0,3,0,0,0,0,1,1.9,1.9,1.9,0
1582,2020,2,69,Sony Michel (LAC) ,7,19,2.7,5,0,0,0,1,0,0,0,0,1,1.9,1.9,1.9,0
1642,2020,3,63,Malcolm Brown (LAR) ,7,19,2.7,6,0,0,0,2,0,0,0,0,1,1.9,1.9,1.9,0
1699,2020,4,58,Giovani Bernard (TB) ,2,19,9.5,11,0,0,0,0,0,0,0,0,1,1.9,1.9,1.9,0
1755,2020,5,55,Benny Snell Jr. (PIT) ,7,19,2.7,8,0,0,0,0,0,0,0,0,1,1.9,1.9,1.9,0
1756,2020,5,56,Mike Boone (DEN) ,2,19,9.5,12,0,0,0,0,0,0,0,0,1,1.9,1.9,1.9,0
1932,2020,9,24,Jordan Howard (NO) ,10,19,1.9,8,0,1,0,0,0,0,0,0,1,7.9,7.9,7.9,0
2115,2020,12,61,Darrell Henderson Jr. (LAR) ,10,19,1.9,5,0,0,0,1,0,0,0,0,1,1.9,1.9,1.9,0
2164,2020,13,54,Jordan Howard (NO) ,4,19,4.8,11,0,0,0,0,0,0,0,0,1,1.9,1.9,1.9,0
2392,2020,17,59,Rashaad Penny (SEA) ,6,19,3.2,7,0,0,0,0,0,0,0,0,1,1.9,1.9,1.9,0
178,2022,6,45,J.D. McKissic (WAS) ,2,20,10,16,0,0,0,3,0,0,0,0,1,2,2,2,0
355,2022,3,62,Jerick McKinnon (KC) ,7,20,2.9,6,0,0,0,1,0,0,0,0,1,2,2,2,0
526,2021,1,58,Raheem Mostert (MIA) ,2,20,10,11,0,0,0,0,0,0,0,0,1,2,2,2,0
706,2021,4,58,Alexander Mattison (MIN) ,10,20,2,6,0,0,0,0,0,0,0,0,1,2,2,2,0
766,2021,5,58,Benny Snell Jr. (PIT) ,5,20,4,9,0,0,0,1,0,0,0,0,1,2,2,2,0
1147,2021,12,58,Kareem Hunt (CLE) ,7,20,2.9,9,0,0,0,1,0,0,0,0,1,2,2,2,0
1455,2021,18,64,Justin Jackson (DET) ,3,20,6.7,11,0,0,0,1,0,0,0,0,1,2,2,2,0
1803,2020,6,53,Mark Ingram II (NO) ,5,20,4,9,0,0,0,0,0,0,0,0,1,2,2,2,0
1909,2020,8,60,Tevin Coleman (SF) ,3,20,6.7,12,0,0,0,0,0,0,0,0,1,2,2,2,0
2113,2020,12,59,Phillip Lindsay (IND) ,9,20,2.2,13,0,0,0,0,0,0,0,0,1,2,2,2,0
82,2022,8,55,Boston Scott (PHI) ,7,21,3,8,0,0,0,0,0,0,0,0,1,2.1,2.1,2.1,0
594,2021,2,62,Malcolm Brown (LAR) ,5,21,4.2,12,0,0,0,0,0,0,0,0,1,2.1,2.1,2.1,0
1303,2021,15,58,Mike Davis (BAL) ,6,21,3.5,7,0,0,0,1,0,0,0,0,1,2.1,2.1,2.1,0
1308,2021,15,74,Joshua Kelley (LAC) ,7,21,3,7,0,0,0,0,0,0,0,1,1,0.1,0.1,0.1,0
2003,2020,10,51,Joshua Kelley (LAC) ,7,21,3,8,0,0,0,0,0,0,0,0,1,2.1,2.1,2.1,0
891,2021,8,13,James Conner (ARI) ,5,22,4.4,9,0,2,0,0,0,0,0,0,1,14.2,14.2,14.2,0
1035,2021,10,53,Eno Benjamin (ARI) ,6,22,3.7,9,0,0,0,1,0,0,0,0,1,2.2,2.2,2.2,0
1334,2021,16,28,Peyton Barber (FA) ,5,22,4.4,8,0,1,1,1,0,0,0,0,1,8.2,8.7,9.2,0
1453,2021,18,61,Benny Snell Jr. (PIT) ,12,22,1.8,9,0,0,0,0,0,0,0,0,1,2.2,2.2,2.2,0
1476,2020,1,13,J.K. Dobbins (BAL) ,7,22,3.1,12,0,2,0,0,0,0,0,0,1,14.2,14.2,14.2,0
1519,2020,1,63,Matt Breida (NYG) ,5,22,4.4,7,0,0,0,0,0,0,0,0,1,2.2,2.2,2.2,0
2218,2020,14,57,Sony Michel (LAC) ,7,22,3.1,8,0,0,0,1,0,0,0,0,1,2.2,2.2,2.2,0
31,2022,9,44,Khalil Herbert (CHI) ,7,23,3.3,5,0,0,0,0,0,0,0,0,1,2.3,2.3,2.3,0
131,2022,7,48,Mike Boone (DEN) ,4,23,5.8,15,0,0,0,0,0,0,0,0,1,2.3,2.3,2.3,0
763,2021,5,54,Rhamondre Stevenson (NE) ,11,23,2.1,9,0,0,0,0,0,0,0,0,1,2.3,2.3,2.3,0
1146,2021,12,57,Aaron Jones (GB) ,10,23,2.3,8,0,0,0,1,0,0,0,0,1,2.3,2.3,2.3,0
1200,2021,13,47,Salvon Ahmed (MIA) ,8,23,2.9,11,0,0,0,0,0,0,0,0,1,2.3,2.3,2.3,0
1405,2021,17,56,Myles Gaskin (MIA) ,5,23,4.6,8,0,0,0,1,0,0,0,0,1,2.3,2.3,2.3,0
1492,2020,1,29,Carlos Hyde (FA) ,7,23,3.3,9,0,1,0,0,0,0,0,0,1,8.3,8.3,8.3,0
1952,2020,9,52,Phillip Lindsay (IND) ,8,23,2.9,6,0,0,0,3,0,0,0,0,1,2.3,2.3,2.3,0
2142,2020,13,24,Peyton Barber (FA) ,14,23,1.6,5,0,1,0,0,0,0,0,0,1,8.3,8.3,8.3,0
2276,2020,15,57,Adrian Peterson (FA) ,6,23,3.8,8,0,0,0,0,0,0,0,0,1,2.3,2.3,2.3,0
470,2022,1,58,Matt Breida (NYG) ,5,24,4.8,9,0,0,0,0,0,0,0,0,1,2.4,2.4,2.4,0
524,2021,1,55,Tevin Coleman (SF) ,9,24,2.7,9,0,0,0,0,0,0,0,0,1,2.4,2.4,2.4,0
592,2021,2,60,Tevin Coleman (SF) ,5,24,4.8,17,0,0,0,0,0,0,0,0,1,2.4,2.4,2.4,0
704,2021,4,55,Mark Ingram II (NO) ,6,24,4,12,0,0,0,0,0,0,0,0,1,2.4,2.4,2.4,0
1517,2020,1,61,Frank Gore (FA) ,6,24,4,8,0,0,0,0,0,0,0,0,1,2.4,2.4,2.4,0
1752,2020,5,52,Wayne Gallman Jr. (KC) ,5,24,4.8,13,0,0,2,2,0,0,0,0,1,2.4,3.4,4.4,0
1951,2020,9,51,Brian Hill (FA) ,8,24,3,8,0,0,0,1,0,0,0,0,1,2.4,2.4,2.4,0
2051,2020,11,48,Ronald Jones II (KC) ,10,24,2.4,6,0,0,0,1,0,0,0,0,1,2.4,2.4,2.4,0
2275,2020,15,56,D'Ernest Johnson (CLE) ,4,24,6,21,1,0,0,0,0,0,0,0,1,2.4,2.4,2.4,0
188,2022,6,65,Jeff Wilson Jr. (MIA) ,7,25,3.6,9,0,0,0,1,0,0,0,1,1,0.5,0.5,0.5,0
353,2022,3,56,Chuba Hubbard (CAR) ,3,25,8.3,14,0,0,0,0,0,0,0,0,1,2.5,2.5,2.5,0
379,2022,2,19,Derrick Henry (TEN) ,13,25,1.9,9,0,1,0,0,0,0,0,0,1,8.5,8.5,8.5,0
502,2021,1,26,Phillip Lindsay (IND) ,8,25,3.1,8,0,1,0,1,0,0,0,0,1,8.5,8.5,8.5,0
591,2021,2,59,Alex Collins (FA) ,1,25,25,25,1,0,0,0,0,0,0,0,1,2.5,2.5,2.5,0
687,2021,4,33,Ronald Jones II (KC) ,6,25,4.2,8,0,1,0,0,0,0,0,0,1,8.5,8.5,8.5,0
1751,2020,5,51,Gus Edwards (BAL) ,7,25,3.6,6,0,0,0,3,0,0,0,0,1,2.5,2.5,2.5,0
16,2022,9,20,Raheem Mostert (MIA) ,9,26,2.9,14,0,1,0,2,0,0,0,0,1,8.6,8.6,8.6,0
588,2021,2,56,James Conner (ARI) ,8,26,3.3,9,0,0,0,0,0,0,0,0,1,2.6,2.6,2.6,0
645,2021,3,50,Devin Singletary (BUF) ,11,26,2.4,7,0,0,1,2,0,0,0,0,1,2.6,3.1,3.6,0
1084,2021,11,45,D'Ernest Johnson (CLE) ,5,26,5.2,13,0,0,0,0,0,0,0,0,1,2.6,2.6,2.6,0
1404,2021,17,51,Jordan Howard (NO) ,11,26,2.4,7,0,0,0,1,0,0,0,0,1,2.6,2.6,2.6,0
1780,2020,6,21,Gus Edwards (BAL) ,14,26,1.9,7,0,1,0,0,0,0,0,0,1,8.6,8.6,8.6,0
2162,2020,13,51,Phillip Lindsay (IND) ,14,26,1.9,4,0,0,0,1,0,0,0,0,1,2.6,2.6,2.6,0
2389,2020,17,54,Jamaal Williams (DET) ,5,26,5.2,14,0,0,0,0,0,0,0,0,1,2.6,2.6,2.6,0
29,2022,9,41,Justin Jackson (DET) ,4,27,6.8,11,0,0,0,0,0,0,0,0,1,2.7,2.7,2.7,0
1012,2021,10,25,Chuba Hubbard (CAR) ,9,27,3,16,0,1,0,0,0,0,0,0,1,8.7,8.7,8.7,0
1013,2021,10,26,Zack Moss (IND) ,7,27,3.9,11,0,1,0,0,0,0,0,0,1,8.7,8.7,8.7,0
1246,2021,14,46,Alexander Mattison (MIN) ,6,27,4.5,14,0,0,0,1,0,0,0,0,1,2.7,2.7,2.7,0
1638,2020,3,55,Alexander Mattison (MIN) ,8,27,3.4,15,0,0,0,0,0,0,0,0,1,2.7,2.7,2.7,0
1750,2020,5,49,Jeff Wilson Jr. (MIA) ,4,27,6.8,9,0,0,0,1,0,0,0,0,1,2.7,2.7,2.7,0
500,2021,1,24,Latavius Murray (DEN) ,10,28,2.8,8,0,1,0,0,0,0,0,0,1,8.8,8.8,8.8,0
644,2021,3,49,Latavius Murray (DEN) ,7,28,4,8,0,0,0,0,0,0,0,0,1,2.8,2.8,2.8,0
978,2021,9,50,Phillip Lindsay (IND) ,8,28,3.5,9,0,0,0,0,0,0,0,0,1,2.8,2.8,2.8,0
1034,2021,10,50,Jeff Wilson Jr. (MIA) ,10,28,2.8,6,0,0,0,0,0,0,0,0,1,2.8,2.8,2.8,0
1579,2020,2,59,Saquon Barkley (NYG) ,4,28,7,18,0,0,0,0,0,0,0,0,1,2.8,2.8,2.8,0
2049,2020,11,46,Peyton Barber (FA) ,8,28,3.5,11,0,0,0,0,0,0,0,0,1,2.8,2.8,2.8,0
2107,2020,12,51,D'Onta Foreman (CAR) ,4,28,7,12,0,0,0,0,0,0,0,0,1,2.8,2.8,2.8,0
2317,2020,16,27,Mike Davis (BAL) ,14,28,2,7,0,1,0,0,0,0,0,0,1,8.8,8.8,8.8,0
291,2022,4,51,James Robinson (NYJ) ,8,29,3.6,9,0,0,0,0,0,0,0,0,1,2.9,2.9,2.9,0
586,2021,2,54,Devonta Freeman (FA) ,2,29,14.5,31,2,0,0,0,0,0,0,0,1,2.9,2.9,2.9,0
701,2021,4,52,Wayne Gallman Jr. (KC) ,6,29,4.8,13,0,0,0,1,0,0,0,0,1,2.9,2.9,2.9,0
977,2021,9,49,D'Onta Foreman (CAR) ,5,29,5.8,11,0,0,0,0,0,0,0,0,1,2.9,2.9,2.9,0
1475,2020,1,12,Peyton Barber (FA) ,17,29,1.7,8,0,2,0,0,0,0,0,0,1,14.9,14.9,14.9,0
1515,2020,1,59,Mark Ingram II (NO) ,10,29,2.9,8,0,0,0,0,0,0,0,0,1,2.9,2.9,2.9,0
2273,2020,15,53,Wayne Gallman Jr. (KC) ,9,29,3.2,9,0,0,0,0,0,0,0,0,1,2.9,2.9,2.9,0
2370,2020,17,29,Alex Collins (FA) ,5,29,5.8,8,0,1,0,0,0,0,0,0,1,8.9,8.9,8.9,0
2387,2020,17,52,Mike Boone (DEN) ,5,29,5.8,19,0,0,0,0,0,0,0,0,1,2.9,2.9,2.9,0
1637,2020,3,53,Mark Ingram II (NO) ,7,30,4.3,11,0,0,0,1,0,0,0,0,1,3,3,3,0
1748,2020,5,46,Frank Gore (FA) ,9,30,3.3,11,0,0,0,0,0,0,0,0,1,3,3,3,0
1903,2020,8,51,Frank Gore (FA) ,10,30,3,7,0,0,0,0,0,0,0,0,1,3,3,3,0
549,2021,2,10,Chris Carson (FA) ,13,31,2.4,8,0,2,0,0,0,0,0,0,1,15.1,15.1,15.1,0
626,2021,3,27,Malcolm Brown (LAR) ,7,31,4.4,24,1,1,0,2,0,0,0,0,1,9.1,9.1,9.1,0
1082,2021,11,43,Nyheim Hines (BUF) ,4,31,7.8,19,0,0,0,0,0,0,0,0,1,3.1,3.1,3.1,0
1401,2021,17,47,Latavius Murray (DEN) ,11,31,2.8,6,0,0,0,0,0,0,0,0,1,3.1,3.1,3.1,0
1636,2020,3,52,Devontae Booker (FA) ,3,31,10.3,23,1,0,0,0,0,0,0,0,1,3.1,3.1,3.1,0
1795,2020,6,41,AJ Dillon (GB) ,5,31,6.2,20,1,0,0,0,0,0,0,0,1,3.1,3.1,3.1,0
2105,2020,12,49,Melvin Gordon III (DEN) ,12,31,2.6,11,0,0,0,0,0,0,0,0,1,3.1,3.1,3.1,0
2157,2020,13,45,Miles Sanders (PHI) ,10,31,3.1,8,0,0,0,1,0,0,0,0,1,3.1,3.1,3.1,0
117,2022,7,26,Clyde Edwards-Helaire (KC) ,6,32,5.3,16,0,1,0,1,0,0,0,0,1,9.2,9.2,9.2,0
289,2022,4,49,Travis Etienne Jr. (JAC) ,8,32,4,11,0,0,0,1,0,0,0,0,1,3.2,3.2,3.2,0
583,2021,2,50,Peyton Barber (FA) ,13,32,2.5,13,0,0,0,0,0,0,0,0,1,3.2,3.2,3.2,0
1513,2020,1,56,Rex Burkhead (HOU) ,7,32,4.6,15,0,0,0,0,0,0,0,0,1,3.2,3.2,3.2,0
173,2022,6,38,Clyde Edwards-Helaire (KC) ,9,33,3.7,11,0,0,0,0,0,0,0,0,1,3.3,3.3,3.3,0
237,2022,5,58,Cam Akers (LAR) ,13,33,2.5,13,0,0,0,1,0,0,0,0,1,3.3,3.3,3.3,0
1059,2021,11,16,Ronald Jones II (KC) ,8,33,4.1,9,0,1,0,0,0,0,0,0,1,9.3,9.3,9.3,0
1226,2021,14,19,Chuba Hubbard (CAR) ,10,33,3.3,17,0,1,0,0,0,0,0,0,1,9.3,9.3,9.3,0
235,2022,5,56,AJ Dillon (GB) ,6,34,5.7,11,0,0,0,0,0,0,0,0,1,3.4,3.4,3.4,0
1793,2020,6,39,Jamaal Williams (DET) ,4,34,8.5,25,1,0,0,1,0,0,0,0,1,3.4,3.4,3.4,0
1852,2020,7,44,Peyton Barber (FA) ,10,34,3.4,11,0,0,0,0,0,0,0,0,1,3.4,3.4,3.4,0
1141,2021,12,46,Christian McCaffrey (SF) ,10,35,3.5,15,0,0,0,1,0,0,0,0,1,3.5,3.5,3.5,0
1693,2020,4,47,Kenyan Drake (BAL) ,13,35,2.7,9,0,0,0,0,0,0,0,0,1,3.5,3.5,3.5,0
2081,2020,12,18,Joshua Kelley (LAC) ,7,35,5,33,2,1,0,0,0,0,0,0,1,9.5,9.5,9.5,0
465,2022,1,53,Alexander Mattison (MIN) ,8,36,4.5,10,0,0,0,0,0,0,0,0,1,3.6,3.6,3.6,0
556,2021,2,19,Latavius Murray (DEN) ,9,36,4,8,0,1,0,0,0,0,0,0,1,9.6,9.6,9.6,0
1079,2021,11,39,Alex Collins (FA) ,10,36,3.6,11,0,0,0,0,0,0,0,0,1,3.6,3.6,3.6,0
1195,2021,13,40,Devin Singletary (BUF) ,10,36,3.6,17,0,0,0,0,0,0,0,0,1,3.6,3.6,3.6,0
1349,2021,16,46,Phillip Lindsay (IND) ,13,36,2.8,6,0,0,0,0,0,0,0,0,1,3.6,3.6,3.6,0
1672,2020,4,23,Adrian Peterson (FA) ,11,36,3.3,10,0,1,0,2,0,0,0,0,1,9.6,9.6,9.6,0
1120,2021,12,21,Ronald Jones II (KC) ,7,37,5.3,11,0,1,0,0,0,0,0,0,1,9.7,9.7,9.7,0
1487,2020,1,24,Sony Michel (LAC) ,10,37,3.7,7,0,1,0,0,0,0,0,0,1,9.7,9.7,9.7,0
